"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72"
"11",-0.290832965450283,-0.300512978248231,-0.288382838517191,-0.256533513028678,-0.207056197884621,-0.143614149202632,-0.0751963633985052,-0.0119185372318787,0.0361079371431223,0.0630590546617288,0.0754435050493386,0.0819739360531867,0.091344128245463,0.105851889857914,0.112116406659432,0.0943984675382127,0.0370432651802156,-0.0618989410669658,-0.175638398717715,-0.27376654245736,-0.326047162534859,-0.31833102808584,-0.265428779468759,-0.185180378428381,-0.0953922164543496,-0.0118564697292207,0.0527567192904371,0.0860457701890008,0.0759525608838749,0.0246910148337088,-0.0464344689367339,-0.114786712856742,-0.158274705802476,-0.17137164092169,-0.167700672405643,-0.161951685787145,-0.168202182590255,-0.18644483213778,-0.202587471551268,-0.201925553943519,-0.170637493754968,-0.110752627179724,-0.038010913907388,0.0313956101726882,0.0818996929566486,0.106883370748183,0.106419170680921,0.0807406272802429,0.0306903695443117,-0.0358082502826501,-0.106263671410574,-0.168108196240293,-0.209509455360999,-0.225664709739697,-0.215676124291305,-0.178687700991979,-0.115972499566272,-0.0457118984169562,0.00584961613726447,0.012417900454106,-0.0460557905750372,-0.148100792606882,-0.25530892047481,-0.329222025823935,-0.339474020593354,-0.300979583796907,-0.244394980489077,-0.200392280529608,-0.190028102087961,-0.188908293009274,-0.159222474528287,-0.0631583107350828
"12",-0.292527889233534,-0.297348999701211,-0.282706104244074,-0.249816391483343,-0.199897309827883,-0.135947151991258,-0.0669972591608324,-0.00335530922258534,0.0446753906445643,0.0711447574910107,0.0826247840870135,0.087925265216294,0.095837170655399,0.108769792748542,0.113488842877494,0.0944069065271445,0.0360203924784128,-0.0635634827954609,-0.177695670524172,-0.276133198120274,-0.328804806433375,-0.321666281674026,-0.269525388600457,-0.190207927340577,-0.101505383327055,-0.0191503602784317,0.0443158047436593,0.0766262922394678,0.0658563317455338,0.0142946365134009,-0.0567579377072093,-0.124673225349367,-0.167370352065417,-0.17936676001726,-0.174369289742608,-0.167153709941817,-0.17188257318048,-0.188614460924658,-0.203303983540879,-0.201292535260908,-0.168805006884913,-0.107926819609043,-0.0344623293436156,0.0353317577580293,0.0858318779525714,0.110483483309642,0.109512024974771,0.0833061155109459,0.0328389931052014,-0.0341198311758834,-0.105416154085378,-0.168822694173346,-0.212762577583076,-0.231876732315152,-0.224260026010641,-0.188044331749462,-0.123657844273693,-0.0497654353158567,0.00627145826282063,0.0170378410783793,-0.0385165521832777,-0.139129261331802,-0.246276678227377,-0.321384276889628,-0.333900391790618,-0.29816690270755,-0.244132660141506,-0.201762184242892,-0.191593674219461,-0.189608551088194,-0.158635899195632,-0.0615028842396375
"13",-0.293463427885553,-0.298855008871044,-0.283642690960678,-0.249480562190918,-0.198022959588123,-0.132631045916482,-0.0624482762975293,0.00215860678761765,0.0508272373073468,0.0775541929387333,0.0888745791955887,0.0935642437391612,0.100380423095284,0.111771178884091,0.114718719195809,0.0938788601937858,0.0339908367342394,-0.0666610060717751,-0.181388258190818,-0.279925933132631,-0.332181925836422,-0.324200192342148,-0.271072917994563,-0.190930852142737,-0.101867426521705,-0.0197370160244204,0.0430765425613832,0.0744879533602515,0.0627523286837952,0.010270080815191,-0.0616374389349579,-0.130327936699243,-0.173705387963279,-0.186241093434868,-0.181559923012226,-0.174353678923693,-0.178706668653092,-0.194730820560375,-0.20856568388162,-0.205743313108392,-0.172670142537807,-0.111449472736299,-0.0377619738909497,0.0322640013507128,0.0831235412212336,0.108241786829623,0.107719989625738,0.0818200623831518,0.0314129105834482,-0.035551020061161,-0.106553838528381,-0.169001529707417,-0.211018758559003,-0.227600666849694,-0.217558891746394,-0.179745960269867,-0.115220286825927,-0.0425587617296157,0.0113076497385017,0.0193965330294033,-0.0389211497439521,-0.14203718841976,-0.251113015328923,-0.327259235789052,-0.339700510702416,-0.30306534716281,-0.247766626018567,-0.204233075882835,-0.19335174563688,-0.190907622608235,-0.159372399892385,-0.0612158284558248
"14",-0.293360935173457,-0.297963378369383,-0.282540182409726,-0.248555638378847,-0.197474290160084,-0.132493618590955,-0.0626818550395351,0.00165076777585738,0.0501983641558138,0.0769846792338743,0.0884876673166689,0.0934109563920225,0.100439681026007,0.111989705810422,0.115108861860318,0.0945333025716161,0.0350820633413602,-0.0649678555012546,-0.179118132245064,-0.277316879380805,-0.329683444184785,-0.322319543879021,-0.270098449295697,-0.190903053858128,-0.102580840770561,-0.0208546800931491,0.0418457084872981,0.0733738870365169,0.0619239592120404,0.00984087213461102,-0.0616020730003718,-0.129810114768117,-0.172734402654941,-0.184882540498158,-0.179903133455858,-0.172511018934394,-0.176812638823438,-0.192921338129016,-0.206957364973507,-0.204432571962608,-0.171731706338832,-0.110909719864793,-0.0375758722235626,0.032213654847737,0.0830192880615444,0.108233640524642,0.107852270671825,0.0820296375375886,0.0315392617789244,-0.0356487445856505,-0.106921307368892,-0.169587969680746,-0.21168343390319,-0.228174819437109,-0.217880148381077,-0.179658701326616,-0.114584805500305,-0.0413240039709971,0.0130693975716358,0.0214894305426434,-0.0367913737093617,-0.140096216277438,-0.249449806434822,-0.325825825455279,-0.338341216034197,-0.301680194251617,-0.246368164421829,-0.202946435666583,-0.19237509638383,-0.190325269193208,-0.159099611812734,-0.0609988317831942
"15",-0.29336174329053,-0.298128726928425,-0.282701459281941,-0.248614638018332,-0.197403211324429,-0.132319439100821,-0.0624333974302289,0.00195403491320416,0.0505463202554353,0.077370656620988,0.0888914938179115,0.093795924904924,0.100752594727271,0.112176203763029,0.115150987094647,0.0944551531205153,0.0349496533703095,-0.0650691446837004,-0.179130837366298,-0.277217409248373,-0.329481957444725,-0.32204853946854,-0.269792226910945,-0.19059556543483,-0.102305596148852,-0.0206390869075166,0.0419891179785922,0.0734482106327789,0.0619476842831586,0.00983788244029575,-0.061615864320424,-0.129827698395907,-0.1727573945187,-0.18491273310075,-0.179932728322461,-0.172522082519787,-0.17677785088908,-0.192821204415888,-0.206797429874947,-0.204244166901395,-0.171570260682769,-0.110824438483273,-0.0375835073847615,0.0321296682880798,0.0829063674330929,0.108134743882344,0.107779497937215,0.0819635952073739,0.0314342883473315,-0.0358038330920671,-0.107064026723634,-0.169581514279575,-0.211330146206944,-0.22734495588312,-0.216583407826186,-0.178044991401448,-0.112926351544762,-0.0398732637289331,0.0141474904911851,0.0221178839497643,-0.0366055410102013,-0.140288103951065,-0.249907291927253,-0.326389595437122,-0.338821630043317,-0.301951648631119,-0.246401897374936,-0.202810560193441,-0.192208638058659,-0.19021544670548,-0.159045612453107,-0.0609118061591175
"16",-0.29330167227908,-0.298074065070404,-0.282642852883853,-0.248553553614474,-0.197351935110708,-0.132297195742663,-0.062453201568949,0.00188816032294709,0.050439341930381,0.0772345237536467,0.0887393643662496,0.0936411337809565,0.10060865554805,0.112057402435544,0.115073836886778,0.0944386135345237,0.0350150868129331,-0.0649050085940752,-0.178870655631252,-0.276885083258999,-0.329122484284691,-0.321714133136724,-0.269517333667195,-0.190394250302588,-0.102171661187638,-0.0205531675620654,0.0420485535371843,0.0735039153271662,0.0620235625338351,0.00995609818151523,-0.0614387559965358,-0.129581021303957,-0.172436352605994,-0.184518447628568,-0.179472280851512,-0.172008517304678,-0.176230002804597,-0.192259741261426,-0.206240894678953,-0.203708805847642,-0.171070003962671,-0.110370556556648,-0.0371843136545785,0.0324688272793174,0.0831831469200068,0.108350301016534,0.107938865691972,0.082075691375733,0.0315114452078453,-0.0357513364107853,-0.107031491749654,-0.169569881989428,-0.211345069916852,-0.227387938224188,-0.216646877404374,-0.178112250049014,-0.112972813064862,-0.0398762916224613,0.0142038916866987,0.0222430397681506,-0.0364091094880361,-0.140025574414591,-0.249591905666181,-0.326042658417595,-0.338470629024333,-0.301619709511295,-0.246104120450234,-0.202554016477706,-0.191993988325899,-0.190044594455241,-0.158923962924277,-0.0608482666594713
"17",-0.293297799631223,-0.298151444066934,-0.282734160654694,-0.24861772236767,-0.197374151402068,-0.132283893863691,-0.0624151024159827,0.00193963750330576,0.050492080672451,0.0772768370316251,0.0887632354354905,0.0936427953440214,0.100588586206577,0.11201912387419,0.115020965377207,0.0943744164191616,0.0349424902175708,-0.0649821674265157,-0.1789450021997,-0.27694537512642,-0.329153662583582,-0.32170212988597,-0.269457725931319,-0.190293165452329,-0.102045672282389,-0.0204230162962092,0.0421676862674475,0.0736032463643088,0.0621006539919708,0.010012677234768,-0.0613997133937457,-0.129555494013466,-0.172419284695657,-0.184504063474163,-0.17945444942767,-0.171980772477379,-0.176185631602068,-0.192193814104754,-0.206152295612695,-0.203600320810726,-0.170948215686065,-0.110243957766373,-0.037061675042762,0.0325785108668334,0.0832708911380304,0.108410493166634,0.107971777516366,0.0820875395279484,0.0315140232646072,-0.0357449358113444,-0.107009636818826,-0.169522447786445,-0.211264007904882,-0.227272721142732,-0.216507523852716,-0.177969356891544,-0.112855537771949,-0.0398063286451676,0.0142199521388059,0.0222137587861043,-0.0364622001576434,-0.140082469297834,-0.249640039471153,-0.326076923479565,-0.33849237461602,-0.301631142280236,-0.246106357764541,-0.202547084471599,-0.191977554129008,-0.190021427328579,-0.158900955923553,-0.0608364367841329
"18",-0.293292106828044,-0.298164785511347,-0.28275146879114,-0.248630490834931,-0.197380434837938,-0.132286968972093,-0.0624189320021969,0.00193136415004472,0.0504759484313287,0.0772503547170035,0.088726704854896,0.0935996453147903,0.10054536727954,0.111983719662301,0.114998207936356,0.0943654267085795,0.0349446885468369,-0.0649733650653169,-0.178932626927359,-0.276930457261336,-0.329135244051897,-0.321678422533859,-0.269428196725386,-0.190258754600126,-0.102008777520198,-0.0203865501559196,0.0422017576946743,0.0736340291257901,0.0621283223244263,0.0100383094646542,-0.0613743543521018,-0.129527975982126,-0.172386544054292,-0.184463552206844,-0.179405461229503,-0.171924516624085,-0.176125158494245,-0.192132302785978,-0.206091341287616,-0.203539860389333,-0.170886648712413,-0.110180317331007,-0.0369975055639268,0.0326390917276878,0.0833214651988093,0.108446248152553,0.107992427506721,0.0820973952369847,0.0315214418248243,-0.0357339471182773,-0.106995547187286,-0.169512271663941,-0.21127041270533,-0.227305497115282,-0.216568845661516,-0.178053732848399,-0.11295055982976,-0.0398986286140358,0.0141418622374232,0.0221594692268363,-0.0364854537389333,-0.140072843606946,-0.249602322762868,-0.326022539213126,-0.33843770517123,-0.301588148970382,-0.246079319940372,-0.202532596247332,-0.191966592793731,-0.190009130410793,-0.158889507199761,-0.0608350666998462
"19",-0.293295147311219,-0.298178184092728,-0.282768004747553,-0.248645425388371,-0.197391511099529,-0.132294027759404,-0.0624226103258321,0.00192990843137619,0.0504750369936963,0.0772481701218777,0.0887223875065103,0.0935934894958025,0.100538819078799,0.111978674487715,0.11499528848892,0.0943637239531926,0.0349417686289527,-0.0649803377291031,-0.17894453453094,-0.276945932057846,-0.329150683643601,-0.32168941696951,-0.269432097569031,-0.190254943666247,-0.101998652753461,-0.020372678416188,0.0422169538155767,0.0736483842660763,0.0621399332539241,0.010045738764678,-0.061371805843882,-0.129530250151273,-0.172392841014385,-0.184472800530404,-0.179416861584376,-0.171937572056211,-0.17613965967236,-0.192147988629666,-0.206107559595363,-0.203555553083224,-0.170900390695019,-0.110191014044239,-0.0370049963587869,0.0326340136963775,0.0833171316443578,0.108441242538994,0.107986427506595,0.0820911930051767,0.0315168242232288,-0.0357355909090267,-0.106994123982831,-0.169508999248115,-0.211267692383694,-0.227305695345492,-0.216573617258651,-0.178064013733796,-0.112966555192966,-0.039919718898673,0.0141171661663851,0.0221335263591872,-0.0365096452497717,-0.140093180078536,-0.249618220618094,-0.326034936825723,-0.338448747991156,-0.30159942757888,-0.246091257520419,-0.202544447968651,-0.191976779310943,-0.190016814258216,-0.158895058113988,-0.0608400616876291
"20",-0.293295865755407,-0.298176938454653,-0.282766899890251,-0.248645715280893,-0.197393598843049,-0.132297644559728,-0.0624274218068397,0.00192417395757386,0.0504685886116685,0.0772412388854414,0.0887154697122287,0.0935873901580402,0.100534650997216,0.111977542128076,0.11499751307144,0.0943687268894177,0.0349480744679687,-0.0649746229096214,-0.178940719939804,-0.276944615871545,-0.32915175537822,-0.32169227886592,-0.269436063131771,-0.190259279352327,-0.102002580672021,-0.0203755383081581,0.0422154535090108,0.0736481448061851,0.0621404718289612,0.0100464471434818,-0.0613713153334332,-0.129530120468192,-0.172392979022808,-0.184473138374394,-0.179417658864669,-0.171939432662698,-0.176143509291672,-0.192154557419601,-0.206116864859318,-0.203566876777777,-0.170912317654336,-0.110202118184625,-0.0370144342272842,0.0326264833510996,0.0833111802479948,0.108436435439416,0.107982570671853,0.0820883413668303,0.0315152264965365,-0.0357361336903883,-0.106994672315334,-0.169511482055857,-0.211274739386177,-0.227319034518008,-0.216593184634232,-0.178087943865648,-0.112991410862913,-0.0399423153906091,0.0140988911211131,0.0221205072241489,-0.0365175344198582,-0.140096677587657,-0.24961849435036,-0.326033583706201,-0.338447641774085,-0.301599867115745,-0.246093670660474,-0.202548391261625,-0.191981137283005,-0.190020741358958,-0.158898256761758,-0.0608427823100843
