"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",-0.00947822005496485,-0.0144432882418632,-0.0259026262291821,-0.011278646668749,0.0421088649193059,0.134699480828738,0.247255705684106,0.335184749734238,0.363912198478644,0.333668715855285,0.25398340012258,0.155548486406068,0.0775115898584719,0.035375055206666,0.0209833168882441,0.0319565383201063,0.0810993643822716,0.171569289714203,0.243231843351358,0.22158998703451,0.135944812001806,0.0943685975521825,0.118386795840551,0.0793373808212626
"2",0.119623437597577,0.0876152122856531,0.102536182627064,0.139087570653611,0.184307780834352,0.232435920242417,0.274789513989241,0.298768461775943,0.291263906236797,0.238433217603243,0.131671900706618,0.00209118490071025,-0.103436916659744,-0.184874619311265,-0.288881000075915,-0.417232589362737,-0.467015693954045,-0.354399440304769,-0.175384547372672,-0.0766695335617958,-0.0580059135755832,-0.00732803423771029,0.086816197489813,0.060397992057981
"3",0.0520521106201877,0.0338612162285005,0.0675204384775887,0.0818000910848849,0.0496014637248387,-0.0295236619795055,-0.131756176287694,-0.202212512553366,-0.213840720914333,-0.228460009782194,-0.310409618581759,-0.421218703751974,-0.479319380771624,-0.471529485945065,-0.453102299784986,-0.446735418989863,-0.395835517319629,-0.254239591315167,-0.0902284780311444,-0.00411788776322104,0.000718188414207521,-0.00505738201510138,0.00383330627835399,-0.0275173963445234
"4",0.00430366266425657,0.0261628866129781,0.0679670591382271,0.141664563709929,0.233052813572194,0.312683764334585,0.357993447795068,0.355625949458866,0.301289733424544,0.215799549390929,0.125454865237785,0.0627850944353032,0.0605293102910952,0.0920394922818476,0.0715601225532667,-0.0271801989231461,-0.0919737821114008,-0.0255954010761453,0.0867983409165614,0.108595819597069,0.0516437725558362,0.0407412915520724,0.0978788237231482,0.0657943615056462
"5",0.144180461895773,0.1445485315026,0.179052185064169,0.166499197041668,0.15456321568392,0.263770574367292,0.492347245046856,0.678409145336839,0.700949791164735,0.592227496194686,0.416737959492305,0.267808326953889,0.245575061893797,0.30963606714347,0.279536090262717,0.0845351010223703,-0.0876788190370456,-0.0663009203601078,0.0390264588389683,0.0384720910961906,-0.0454761861118583,-0.0291368796359939,0.0970591767287447,0.0404196376962154
"6",0.0194758662236847,-0.00121108903138301,0.0419398334313093,0.040432266056619,-0.0138081319933905,-0.0701568695636849,-0.0984018851358193,-0.0958487519112758,-0.0702360271531819,-0.0548392608118312,-0.0826922279259214,-0.150147762440923,-0.237524652047306,-0.334412717461584,-0.439626137686968,-0.526050000729925,-0.507811301792156,-0.324587358828783,-0.0972532574026326,0.00361505302129892,-0.0238149321460411,-0.0525147260393628,-0.0351645553083161,-0.0652219882416588
"7",-0.00503308001190181,-0.00755516982159125,-0.00897089908642124,0.0362378347653019,0.101607519627525,0.119709846510374,0.08089933190933,0.0512843259702831,0.0740569806459756,0.109269603439535,0.107753037966542,0.065789092987357,-0.000598753846358295,-0.0897714629639835,-0.214399107185093,-0.351441043978574,-0.396776613898296,-0.270298025971055,-0.0811156560553573,0.00890546621029881,0.00133647797234423,0.0221978944760663,0.0923479170204621,0.0488998601620183
"8",0.0517388051497292,0.0475534140678627,0.06528781420565,0.0959510971182146,0.138965086620854,0.198350592251507,0.264039158303598,0.30758326890737,0.308227635958216,0.271724451697861,0.208739651367544,0.130034641928503,0.045616925363162,-0.0528297952879196,-0.191729814194457,-0.35251136340738,-0.414432984214393,-0.28225591151018,-0.0734520179641015,0.0344839783480734,0.0370354387988448,0.0615363874761872,0.134317850858524,0.104695817317534
"9",0.111478433016803,0.1058777595782,0.14164929793135,0.174534953763234,0.198989372047233,0.231738805746581,0.267769136999552,0.273449887644692,0.224654850957182,0.131182851341494,0.011591560875822,-0.0971835861578721,-0.152499423662948,-0.16984635072552,-0.222621574338464,-0.330442027168251,-0.387290688130204,-0.302587696205422,-0.161193743099824,-0.097764669871424,-0.108613935940137,-0.0847576026120752,-0.00987625329436997,-0.0293683249470652
"10",-0.00239661865917326,-0.000591643896420545,0.0327291071560309,0.0548018694252621,0.058613994839873,0.0579754751204632,0.0565270416241155,0.0443454400001802,0.011080646518185,-0.0521918246020771,-0.149273242743486,-0.248048979388142,-0.302484717631109,-0.31656244564935,-0.344143240351048,-0.39607862391258,-0.382400886736558,-0.231091687358421,-0.041000728434576,0.0413795354380612,0.0170805515255499,-0.000319526876547538,0.0243753289955287,-0.0114551959218632
