Dates,Hour,DK_1_price_day_ahead,IT_NORD_price_day_ahead,SE_1_price_day_ahead
2017-07-12,3,29.3,43.23,29.3
2017-07-12,4,34.77,45.12,34.77
2017-07-12,5,39.94,74.0,39.94
2017-07-12,6,44.01,88.66,44.01
2017-07-12,7,44.31,75.0,44.31
2017-07-12,8,44.16,79.52,44.16
2017-07-12,9,43.9,75.0,43.9
2017-07-12,10,41.07,61.66,41.07
2017-07-12,11,39.9,72.0,39.9
2017-07-12,12,37.27,73.0,37.27
2017-07-12,13,33.93,75.93,33.93
2017-07-12,14,32.19,96.0,32.19
2017-07-12,15,33.29,89.75,33.29
2017-07-12,16,32.95,86.22,32.95
2017-07-12,17,32.82,82.99,32.82
2017-07-12,18,30.5,75.0,30.5
2017-07-12,19,26.84,74.23,29.86
2017-07-12,20,26.77,55.0,29.37
2017-07-12,21,26.65,50.65,27.28
2017-07-12,22,26.02,52.2,26.05
2017-07-12,23,24.37,49.23,24.37
2017-07-13,0,23.04,45.44,23.04
2017-07-13,1,24.76,45.14,24.76
2017-07-13,2,25.08,45.14,25.08
2017-07-13,3,26.04,45.17,26.04
2017-07-13,4,26.81,45.44,27.23
2017-07-13,5,30.17,52.39,30.17
2017-07-13,6,34.85,72.06,34.85
2017-07-13,7,35.08,69.18,35.08
2017-07-13,8,35.52,70.0,35.52
2017-07-13,9,34.96,65.08,34.96
2017-07-13,10,30.26,57.4,30.26
2017-07-13,11,30.04,64.0,30.04
2017-07-13,12,29.07,69.17,29.07
2017-07-13,13,30.27,72.0,30.27
2017-07-13,14,33.46,82.54,33.46
2017-07-13,15,36.36,79.85,36.36
2017-07-13,16,37.16,75.93,37.16
2017-07-13,17,39.1,65.08,39.1
2017-07-13,18,40.1,65.0,39.32
2017-07-13,19,42.93,65.0,39.25
2017-07-13,20,42.13,55.0,37.62
2017-07-13,21,38.12,50.65,31.32
2017-07-13,22,34.4,56.85,31.68
2017-07-13,23,32.34,49.87,31.38
2017-07-14,0,30.36,47.82,28.96
2017-07-14,1,29.08,44.49,28.15
2017-07-14,2,29.55,44.5,27.46
2017-07-14,3,30.41,44.49,28.88
2017-07-14,4,39.94,45.0,35.86
2017-07-14,5,39.76,52.76,39.76
2017-07-14,6,44.9,65.95,44.9
2017-07-14,7,43.32,65.0,43.32
2017-07-14,8,41.62,71.65,41.62
2017-07-14,9,38.94,67.0,38.94
2017-07-14,10,37.1,62.0,37.1
2017-07-14,11,35.97,59.48,35.97
2017-07-14,12,31.91,65.0,31.91
2017-07-14,13,30.34,70.0,30.34
2017-07-14,14,31.29,70.0,31.29
2017-07-14,15,36.92,65.0,36.92
2017-07-14,16,40.93,59.7,39.95
2017-07-14,17,42.96,63.38,41.64
2017-07-14,18,39.69,56.31,38.19
2017-07-14,19,39.1,60.0,38.16
2017-07-14,20,39.71,55.0,34.46
2017-07-14,21,36.65,50.65,29.77
2017-07-14,22,34.57,54.18,30.73
2017-07-14,23,31.08,49.23,28.82
2017-07-15,0,30.82,49.02,28.06
2017-07-15,1,30.01,44.56,27.43
2017-07-15,2,29.4,43.82,27.59
2017-07-15,3,29.17,42.6,27.29
2017-07-15,4,30.46,41.72,27.46
2017-07-15,5,30.82,41.72,28.94
2017-07-15,6,31.94,42.43,31.17
2017-07-15,7,33.81,41.88,33.0
2017-07-15,8,33.43,41.0,32.63
2017-07-15,9,33.06,40.39,32.26
2017-07-15,10,32.22,38.55,31.44
2017-07-15,11,30.76,37.88,30.06
2017-07-15,12,29.07,36.96,29.07
2017-07-15,13,28.64,37.49,28.64
2017-07-15,14,29.04,37.98,28.89
2017-07-15,15,30.98,42.36,30.24
2017-07-15,16,35.21,44.44,32.13
2017-07-15,17,37.54,46.33,32.13
2017-07-15,18,37.0,46.5,29.17
2017-07-15,19,36.9,49.18,29.15
2017-07-15,20,37.98,45.36,28.54
2017-07-15,21,36.01,44.49,27.29
2017-07-15,22,34.65,44.0,28.42
2017-07-15,23,30.05,38.71,27.06
2017-07-16,0,28.68,38.7,26.81
2017-07-16,1,27.78,37.39,26.45
2017-07-16,2,23.71,37.99,25.05
2017-07-16,3,24.83,37.44,24.83
2017-07-16,4,25.11,33.91,25.11
2017-07-16,5,25.97,34.81,25.97
2017-07-16,6,26.0,33.32,26.0
2017-07-16,7,26.13,30.09,26.13
2017-07-16,8,26.4,28.99,26.4
2017-07-16,9,26.36,28.99,26.36
2017-07-16,10,26.21,29.76,26.21
2017-07-16,11,26.09,26.95,26.09
2017-07-16,12,25.37,25.99,25.37
2017-07-16,13,25.22,25.22,25.22
2017-07-16,14,26.25,27.55,26.25
2017-07-16,15,26.52,30.11,26.52
2017-07-16,16,26.7,40.0,26.7
2017-07-16,17,26.75,46.03,26.75
2017-07-16,18,26.78,49.18,26.78
2017-07-16,19,27.0,49.87,27.0
2017-07-16,20,26.91,47.47,26.91
2017-07-16,21,26.49,45.0,26.49
2017-07-16,22,25.73,41.72,25.73
2017-07-16,23,24.4,38.02,24.4
2017-07-17,0,23.98,34.75,23.98
2017-07-17,1,23.83,32.39,23.83
2017-07-17,2,23.98,33.65,23.98
2017-07-17,3,25.15,36.28,25.15
2017-07-17,4,26.18,42.65,26.18
2017-07-17,5,27.53,46.99,27.53
2017-07-17,6,28.04,55.0,28.04
2017-07-17,7,28.34,55.0,28.34
2017-07-17,8,27.91,52.1,27.91
2017-07-17,9,27.2,55.0,27.2
2017-07-17,10,26.68,50.5,26.68
2017-07-17,11,26.59,52.14,26.59
2017-07-17,12,26.52,57.0,26.52
2017-07-17,13,26.35,65.2,26.35
2017-07-17,14,26.26,80.0,26.26
2017-07-17,15,26.45,73.71,26.45
2017-07-17,16,26.58,59.4,26.58
2017-07-17,17,26.6,55.32,26.6
2017-07-17,18,26.62,53.0,26.62
2017-07-17,19,26.57,55.0,26.57
2017-07-17,20,26.29,49.04,26.29
2017-07-17,21,25.55,47.47,25.55
2017-07-17,22,25.71,43.45,25.71
2017-07-17,23,24.92,41.33,24.92
2017-07-18,0,24.26,39.59,24.26
2017-07-18,1,24.27,39.51,24.27
2017-07-18,2,24.24,39.52,24.24
2017-07-18,3,25.54,40.07,25.54
2017-07-18,4,26.57,43.96,26.57
2017-07-18,5,38.52,49.85,27.99
2017-07-18,6,42.88,65.0,30.1
2017-07-18,7,42.43,63.11,32.79
2017-07-18,8,41.75,61.0,33.36
2017-07-18,9,38.92,53.0,31.59
2017-07-18,10,34.17,47.15,31.37
2017-07-18,11,34.12,48.0,30.38
2017-07-18,12,33.69,55.99,29.27
2017-07-18,13,34.62,62.62,28.9
2017-07-18,14,38.57,66.05,27.76
2017-07-18,15,42.97,64.2,27.86
2017-07-18,16,45.79,60.0,28.26
2017-07-18,17,46.89,60.0,28.12
2017-07-18,18,43.97,61.45,27.99
2017-07-18,19,42.99,61.06,27.96
2017-07-18,20,40.83,50.46,27.64
2017-07-18,21,33.95,49.04,26.37
2017-07-18,22,30.93,49.67,26.18
2017-07-18,23,29.59,42.6,25.76
2017-07-19,0,28.62,41.93,24.82
2017-07-19,1,27.3,41.91,24.04
2017-07-19,2,27.63,41.91,24.43
2017-07-19,3,29.03,41.94,26.04
2017-07-19,4,37.96,42.6,26.52
2017-07-19,5,42.16,53.0,27.88
2017-07-19,6,42.91,70.0,28.76
2017-07-19,7,40.08,69.58,30.77
2017-07-19,8,37.93,62.0,34.05
2017-07-19,9,34.55,62.0,34.49
2017-07-19,10,31.7,50.83,31.7
2017-07-19,11,31.71,59.33,31.71
2017-07-19,12,32.9,72.0,32.9
2017-07-19,13,36.54,77.0,35.66
2017-07-19,14,38.03,73.01,33.91
2017-07-19,15,40.52,72.09,32.79
2017-07-19,16,34.46,72.09,33.5
2017-07-19,17,31.57,71.98,31.57
2017-07-19,18,29.14,62.0,29.14
2017-07-19,19,28.6,65.1,28.6
2017-07-19,20,27.76,50.46,27.76
2017-07-19,21,26.29,49.04,26.29
2017-07-19,22,26.84,48.99,26.84
2017-07-19,23,25.63,41.72,25.63
2017-07-20,0,25.08,40.55,25.08
2017-07-20,1,25.09,40.21,25.09
2017-07-20,2,25.06,40.39,25.06
2017-07-20,3,26.18,40.45,26.18
2017-07-20,4,27.49,43.0,27.49
2017-07-20,5,29.99,49.04,29.99
2017-07-20,6,34.51,58.0,34.51
2017-07-20,7,37.07,59.95,37.07
2017-07-20,8,37.09,66.62,37.09
2017-07-20,9,37.05,70.0,37.05
2017-07-20,10,37.01,60.0,37.01
2017-07-20,11,37.02,63.5,37.02
2017-07-20,12,36.02,73.3,36.02
2017-07-20,13,34.88,73.19,34.88
2017-07-20,14,33.66,74.0,33.66
2017-07-20,15,36.97,70.0,35.63
2017-07-20,16,39.77,65.8,35.66
2017-07-20,17,35.65,69.02,35.65
2017-07-20,18,34.59,68.93,32.53
2017-07-20,19,34.53,75.72,32.25
2017-07-20,20,30.15,53.3,30.15
2017-07-20,21,27.46,53.3,27.46
2017-07-20,22,27.47,52.0,27.47
2017-07-20,23,26.92,49.67,26.92
2017-07-21,0,26.68,42.5,26.68
2017-07-21,1,26.21,42.5,26.21
2017-07-21,2,26.44,42.5,26.44
2017-07-21,3,27.4,45.2,27.4
2017-07-21,4,32.76,49.67,32.76
2017-07-21,5,35.35,55.0,35.35
2017-07-21,6,35.83,87.72,35.83
2017-07-21,7,38.87,87.09,38.87
2017-07-21,8,37.51,78.25,37.51
2017-07-21,9,39.04,69.75,38.1
2017-07-21,10,35.98,52.1,35.98
2017-07-21,11,32.94,55.0,32.94
2017-07-21,12,32.87,62.0,32.87
2017-07-21,13,32.9,55.0,32.9
2017-07-21,14,35.11,49.85,34.27
2017-07-21,15,39.01,55.0,34.0
2017-07-21,16,41.42,58.6,34.75
2017-07-21,17,42.63,69.0,35.44
2017-07-21,18,42.01,55.0,33.05
2017-07-21,19,40.57,50.7,32.61
2017-07-21,20,41.38,50.26,32.94
2017-07-21,21,36.79,49.67,31.9
2017-07-21,22,31.43,49.67,31.43
2017-07-21,23,27.93,47.0,27.93
2017-07-22,0,27.15,43.3,27.15
2017-07-22,1,27.04,43.01,27.04
2017-07-22,2,26.8,43.01,26.8
2017-07-22,3,26.75,42.9,26.75
2017-07-22,4,27.31,43.01,27.31
2017-07-22,5,30.18,43.08,30.18
2017-07-22,6,33.12,45.0,33.12
2017-07-22,7,33.85,45.0,33.85
2017-07-22,8,34.83,41.48,34.83
2017-07-22,9,33.83,40.16,33.83
2017-07-22,10,32.25,37.84,32.25
2017-07-22,11,30.02,35.0,30.02
2017-07-22,12,28.78,34.33,28.78
2017-07-22,13,29.18,36.5,29.18
2017-07-22,14,29.82,39.55,29.82
2017-07-22,15,32.45,43.01,32.45
2017-07-22,16,32.87,45.47,32.87
2017-07-22,17,32.33,48.99,32.33
2017-07-22,18,31.03,48.99,31.03
2017-07-22,19,30.6,49.04,30.6
2017-07-22,20,28.89,45.74,28.89
2017-07-22,21,27.05,43.66,27.05
2017-07-22,22,27.26,47.58,27.26
2017-07-22,23,27.02,43.3,27.02
2017-07-23,0,26.05,43.29,26.05
2017-07-23,1,24.68,43.01,24.68
2017-07-23,2,23.07,42.71,23.07
2017-07-23,3,23.96,41.47,23.96
2017-07-23,4,23.9,38.14,23.9
2017-07-23,5,25.17,41.09,25.17
2017-07-23,6,25.78,39.16,25.78
2017-07-23,7,26.67,38.14,26.67
2017-07-23,8,26.87,38.0,26.87
2017-07-23,9,27.18,37.24,27.18
2017-07-23,10,27.22,37.0,27.22
2017-07-23,11,26.3,30.0,26.45
2017-07-23,12,25.51,30.0,25.51
2017-07-23,13,20.34,32.39,25.87
2017-07-23,14,23.07,36.86,26.21
2017-07-23,15,27.05,41.09,27.05
2017-07-23,16,29.62,44.5,27.85
2017-07-23,17,37.05,47.01,28.77
2017-07-23,18,38.51,49.04,27.82
2017-07-23,19,39.42,51.94,27.91
2017-07-23,20,42.85,49.67,27.38
2017-07-23,21,39.07,45.85,27.09
2017-07-23,22,27.05,43.96,27.05
2017-07-23,23,35.62,41.01,26.68
2017-07-24,0,32.7,40.64,26.4
2017-07-24,1,31.28,39.71,26.08
2017-07-24,2,30.46,40.15,26.05
2017-07-24,3,33.24,47.0,26.94
2017-07-24,4,41.9,44.28,31.9
2017-07-24,5,44.18,48.86,37.46
2017-07-24,6,44.12,50.32,34.15
2017-07-24,7,48.23,52.27,32.72
2017-07-24,8,48.45,49.54,32.93
2017-07-24,9,47.77,49.49,32.91
2017-07-24,10,46.47,47.49,32.85
2017-07-24,11,44.91,47.0,32.83
2017-07-24,12,42.29,54.4,32.69
2017-07-24,13,40.94,58.0,37.27
2017-07-24,14,39.2,60.79,38.26
2017-07-24,15,39.7,55.0,38.75
2017-07-24,16,38.18,51.4,35.56
2017-07-24,17,38.66,54.07,37.73
2017-07-24,18,36.43,52.46,35.55
2017-07-24,19,34.73,55.0,33.89
2017-07-24,20,34.59,48.86,33.76
2017-07-24,21,29.66,45.89,29.66
2017-07-24,22,30.27,44.79,30.27
2017-07-24,23,28.26,41.1,28.26
2017-07-25,0,26.79,39.15,26.79
2017-07-25,1,26.81,38.0,26.81
2017-07-25,2,26.04,37.88,26.04
2017-07-25,3,26.21,39.15,26.21
2017-07-25,4,27.11,43.68,27.11
2017-07-25,5,28.54,46.79,28.54
2017-07-25,6,29.76,48.86,29.76
2017-07-25,7,29.58,47.01,29.58
2017-07-25,8,30.5,46.65,30.5
2017-07-25,9,29.87,45.0,29.87
2017-07-25,10,29.77,42.5,29.77
2017-07-25,11,29.53,43.97,29.53
2017-07-25,12,29.48,48.29,29.48
2017-07-25,13,29.18,48.29,29.18
2017-07-25,14,28.87,51.51,28.87
2017-07-25,15,29.77,49.95,29.77
2017-07-25,16,36.95,50.32,32.34
2017-07-25,17,35.4,50.32,33.39
2017-07-25,18,33.78,50.32,32.89
2017-07-25,19,32.96,50.32,32.17
2017-07-25,20,32.21,49.5,31.44
2017-07-25,21,29.01,48.29,29.01
2017-07-25,22,25.74,49.54,26.59
2017-07-25,23,25.24,47.59,25.86
2017-07-26,0,22.64,43.58,25.07
2017-07-26,1,22.93,42.0,22.93
2017-07-26,2,21.23,42.0,23.08
2017-07-26,3,26.16,43.06,25.53
2017-07-26,4,28.54,47.5,27.33
2017-07-26,5,29.49,49.8,29.49
2017-07-26,6,37.78,60.5,29.91
2017-07-26,7,37.92,49.54,30.08
2017-07-26,8,37.96,49.2,32.1
2017-07-26,9,38.08,49.95,31.8
2017-07-26,10,37.96,45.29,36.32
2017-07-26,11,37.73,46.95,35.1
2017-07-26,12,36.08,65.65,35.21
2017-07-26,13,35.23,65.65,33.27
2017-07-26,14,34.38,56.0,31.22
2017-07-26,15,35.27,52.58,29.01
2017-07-26,16,36.39,52.96,28.94
2017-07-26,17,37.94,56.0,28.92
2017-07-26,18,36.93,53.94,28.98
2017-07-26,19,35.93,51.8,29.21
2017-07-26,20,35.75,49.5,29.56
2017-07-26,21,30.07,47.22,29.34
2017-07-26,22,28.75,52.0,28.06
2017-07-26,23,26.7,48.9,26.87
2017-07-27,0,24.85,44.61,25.36
2017-07-27,1,23.69,43.29,23.69
2017-07-27,2,24.48,43.44,25.08
2017-07-27,3,27.02,43.73,26.93
2017-07-27,4,29.0,48.86,28.48
2017-07-27,5,35.31,49.54,28.94
2017-07-27,6,37.91,63.27,31.91
2017-07-27,7,37.89,61.2,31.65
2017-07-27,8,38.05,60.15,31.9
2017-07-27,9,37.56,61.5,30.92
2017-07-27,10,37.57,51.5,31.16
2017-07-27,11,37.12,54.0,32.79
2017-07-27,12,35.14,60.0,34.02
2017-07-27,13,33.69,73.58,33.69
2017-07-27,14,33.57,65.56,33.57
2017-07-27,15,35.74,66.07,33.38
2017-07-27,16,37.32,61.0,33.96
2017-07-27,17,38.98,60.0,33.76
2017-07-27,18,38.06,56.0,30.23
2017-07-27,19,36.87,56.4,28.86
2017-07-27,20,36.55,50.32,29.18
2017-07-27,21,30.24,48.9,30.24
2017-07-27,22,33.86,48.9,29.67
2017-07-27,23,28.07,45.56,28.07
2017-07-28,0,27.42,43.43,27.42
2017-07-28,1,26.8,41.0,26.8
2017-07-28,2,26.46,41.09,26.46
2017-07-28,3,27.48,43.48,27.48
2017-07-28,4,32.13,45.9,29.13
2017-07-28,5,38.0,49.54,30.17
2017-07-28,6,38.8,52.82,34.73
2017-07-28,7,37.05,54.9,36.16
2017-07-28,8,35.5,51.87,34.65
2017-07-28,9,31.0,49.54,30.26
2017-07-28,10,27.51,48.9,27.51
2017-07-28,11,25.17,49.1,26.77
2017-07-28,12,26.59,51.12,26.59
2017-07-28,13,26.06,51.18,26.19
2017-07-28,14,26.31,54.0,26.81
2017-07-28,15,28.37,54.5,27.74
2017-07-28,16,27.83,52.0,27.83
2017-07-28,17,27.78,55.0,27.78
2017-07-28,18,27.67,55.0,27.67
2017-07-28,19,27.64,54.6,27.64
2017-07-28,20,27.62,49.9,27.62
2017-07-28,21,27.1,48.9,27.1
2017-07-28,22,27.77,49.54,27.1
2017-07-28,23,23.35,50.32,23.92
2017-07-29,0,18.99,49.54,19.61
2017-07-29,1,14.64,48.86,14.64
2017-07-29,2,10.37,48.86,10.37
2017-07-29,3,12.18,48.86,12.18
2017-07-29,4,14.88,48.86,14.88
2017-07-29,5,21.52,48.9,21.52
2017-07-29,6,23.72,49.54,23.72
2017-07-29,7,24.72,49.54,24.72
2017-07-29,8,25.99,49.0,25.99
2017-07-29,9,25.88,48.86,25.88
2017-07-29,10,24.99,45.15,24.99
2017-07-29,11,24.04,42.41,24.04
2017-07-29,12,22.97,42.09,22.97
2017-07-29,13,21.67,42.74,21.67
2017-07-29,14,19.26,44.5,22.9
2017-07-29,15,25.47,48.9,25.47
2017-07-29,16,30.13,50.0,27.01
2017-07-29,17,27.71,55.0,27.2
2017-07-29,18,27.21,55.0,27.21
2017-07-29,19,27.29,59.75,27.29
2017-07-29,20,27.46,50.32,27.46
2017-07-29,21,27.2,49.54,27.2
2017-07-29,22,26.92,49.54,26.06
2017-07-29,23,21.16,48.9,22.03
2017-07-30,0,22.3,48.86,22.3
2017-07-30,1,23.47,43.26,23.47
2017-07-30,2,22.2,43.26,22.2
2017-07-30,3,22.26,43.0,22.26
2017-07-30,4,22.26,40.49,22.26
2017-07-30,5,23.48,40.49,23.48
2017-07-30,6,24.39,40.49,24.39
2017-07-30,7,24.45,41.5,24.45
2017-07-30,8,25.36,40.0,25.36
2017-07-30,9,25.11,39.86,25.11
2017-07-30,10,25.35,39.26,25.35
2017-07-30,11,24.58,37.0,24.58
2017-07-30,12,0.12,35.39,24.15
2017-07-30,13,0.12,37.13,23.42
2017-07-30,14,21.27,40.49,21.27
2017-07-30,15,5.01,43.26,22.95
2017-07-30,16,22.54,47.58,24.81
2017-07-30,17,31.77,49.25,27.09
2017-07-30,18,34.52,50.32,27.32
2017-07-30,19,35.93,55.0,27.59
2017-07-30,20,27.54,50.0,27.54
2017-07-30,21,27.11,48.86,27.11
2017-07-30,22,26.0,45.59,26.0
2017-07-30,23,25.56,41.92,25.56
2017-07-31,0,25.28,39.87,25.28
2017-07-31,1,24.32,37.87,24.32
2017-07-31,2,24.64,37.99,24.64
2017-07-31,3,26.01,39.43,26.01
2017-07-31,4,26.97,45.0,26.97
2017-07-31,5,27.52,50.19,27.52
2017-07-31,6,27.73,82.31,27.73
2017-07-31,7,27.77,95.63,27.77
2017-07-31,8,27.77,85.64,27.77
2017-07-31,9,27.65,83.0,27.65
2017-07-31,10,27.55,72.5,27.55
2017-07-31,11,27.4,73.01,27.4
2017-07-31,12,27.35,76.66,27.35
2017-07-31,13,27.27,80.38,27.27
2017-07-31,14,27.26,89.99,27.26
2017-07-31,15,27.34,86.0,27.34
2017-07-31,16,27.39,76.76,27.39
2017-07-31,17,27.37,83.27,27.37
2017-07-31,18,27.41,79.98,27.41
2017-07-31,19,27.47,80.84,27.47
2017-07-31,20,37.84,59.75,27.51
2017-07-31,21,26.88,49.41,26.88
2017-07-31,22,26.97,50.19,26.97
2017-07-31,23,26.62,48.73,26.62
2017-08-01,0,26.18,43.54,26.18
2017-08-01,1,26.79,40.41,25.93
2017-08-01,2,25.95,40.41,25.95
2017-08-01,3,27.54,42.53,26.65
2017-08-01,4,32.66,47.38,26.91
2017-08-01,5,37.0,48.0,27.46
2017-08-01,6,38.94,55.0,27.75
2017-08-01,7,38.09,60.0,28.59
2017-08-01,8,37.9,55.0,29.35
2017-08-01,9,37.08,55.0,29.15
2017-08-01,10,36.45,49.75,28.89
2017-08-01,11,35.93,55.01,28.8
2017-08-01,12,35.91,71.16,28.46
2017-08-01,13,36.0,72.57,28.37
2017-08-01,14,36.61,90.0,28.29
2017-08-01,15,38.47,100.06,28.23
2017-08-01,16,40.94,100.8,28.57
2017-08-01,17,41.06,104.21,28.32
2017-08-01,18,38.96,100.8,27.81
2017-08-01,19,37.04,100.8,27.54
2017-08-01,20,35.94,59.19,27.49
2017-08-01,21,31.69,53.1,27.1
2017-08-01,22,27.62,58.8,26.73
2017-08-01,23,25.74,49.41,25.74
2017-08-02,0,25.36,48.73,25.36
2017-08-02,1,25.02,44.86,25.02
2017-08-02,2,25.16,44.36,25.16
2017-08-02,3,27.07,45.49,27.07
2017-08-02,4,29.53,47.91,29.53
2017-08-02,5,32.07,49.41,32.07
2017-08-02,6,35.69,75.2,35.69
2017-08-02,7,35.6,95.63,35.6
2017-08-02,8,35.09,100.8,35.09
2017-08-02,9,33.93,100.57,33.93
2017-08-02,10,32.16,76.66,32.16
2017-08-02,11,29.18,76.66,29.18
2017-08-02,12,28.87,79.98,28.87
2017-08-02,13,27.97,100.8,27.97
2017-08-02,14,28.12,100.8,28.12
2017-08-02,15,35.99,110.0,31.67
2017-08-02,16,39.23,110.0,31.2
2017-08-02,17,40.94,109.45,31.05
2017-08-02,18,39.27,115.33,30.83
2017-08-02,19,38.15,110.25,32.42
2017-08-02,20,37.53,100.8,30.44
2017-08-02,21,34.46,82.48,27.41
2017-08-02,22,28.1,85.0,27.43
2017-08-02,23,25.94,58.99,25.94
2017-08-03,0,24.76,50.19,24.76
2017-08-03,1,23.36,48.78,23.36
2017-08-03,2,23.39,48.78,23.39
2017-08-03,3,25.08,49.41,25.08
2017-08-03,4,26.7,58.94,26.7
2017-08-03,5,28.8,95.63,28.8
2017-08-03,6,32.52,105.82,32.52
2017-08-03,7,35.04,118.46,35.04
2017-08-03,8,35.03,128.97,35.03
2017-08-03,9,33.87,129.35,33.87
2017-08-03,10,30.57,129.4,30.57
2017-08-03,11,27.13,130.0,27.34
2017-08-03,12,22.03,150.01,26.89
2017-08-03,13,25.99,150.0,26.36
2017-08-03,14,25.95,150.01,25.95
2017-08-03,15,24.84,150.01,25.94
2017-08-03,16,26.82,150.04,26.82
2017-08-03,17,27.07,150.04,27.07
2017-08-03,18,26.8,150.02,26.8
2017-08-03,19,26.81,150.02,26.81
2017-08-03,20,26.67,129.44,26.67
2017-08-03,21,25.52,117.66,25.52
2017-08-03,22,25.16,85.0,25.16
2017-08-03,23,22.7,60.5,22.7
2017-08-04,0,21.3,54.47,21.3
2017-08-04,1,19.03,50.19,19.03
2017-08-04,2,18.95,50.19,18.95
2017-08-04,3,21.48,52.74,23.72
2017-08-04,4,28.24,58.96,26.0
2017-08-04,5,26.12,100.74,26.12
2017-08-04,6,26.52,104.66,26.52
2017-08-04,7,26.61,107.8,26.61
2017-08-04,8,28.42,120.1,26.48
2017-08-04,9,23.62,117.55,25.61
2017-08-04,10,25.26,103.0,25.26
2017-08-04,11,25.06,100.8,25.06
2017-08-04,12,9.58,120.0,24.92
2017-08-04,13,10.36,119.31,24.85
2017-08-04,14,10.32,117.66,24.79
2017-08-04,15,20.04,120.1,24.82
2017-08-04,16,28.46,124.2,26.2
2017-08-04,17,26.06,124.26,26.06
2017-08-04,18,25.89,119.31,25.89
2017-08-04,19,25.86,117.66,25.86
2017-08-04,20,25.63,113.0,25.63
2017-08-04,21,24.58,95.63,24.58
2017-08-04,22,24.0,60.0,24.0
2017-08-04,23,23.03,52.72,23.03
2017-08-05,0,22.0,50.0,22.0
2017-08-05,1,21.49,49.41,21.49
2017-08-05,2,20.7,49.41,20.7
2017-08-05,3,20.44,48.78,20.44
2017-08-05,4,22.84,47.25,22.84
2017-08-05,5,23.67,47.25,23.67
2017-08-05,6,24.75,48.78,24.75
2017-08-05,7,25.28,49.0,25.28
2017-08-05,8,25.62,48.78,25.82
2017-08-05,9,25.57,48.78,25.73
2017-08-05,10,25.06,48.78,25.06
2017-08-05,11,23.37,46.99,23.37
2017-08-05,12,23.43,46.78,23.43
2017-08-05,13,24.55,46.99,24.55
2017-08-05,14,25.04,48.78,25.04
2017-08-05,15,25.88,49.41,25.88
2017-08-05,16,26.67,58.56,26.67
2017-08-05,17,26.78,76.83,26.78
2017-08-05,18,26.69,85.0,26.69
2017-08-05,19,27.3,72.0,27.3
2017-08-05,20,26.68,53.0,26.68
2017-08-05,21,25.24,49.47,25.24
2017-08-05,22,24.91,50.01,24.91
2017-08-05,23,20.57,47.0,20.57
2017-08-06,0,18.03,43.65,18.03
2017-08-06,1,16.59,43.15,16.59
2017-08-06,2,13.69,43.17,13.69
2017-08-06,3,10.87,47.25,10.87
2017-08-06,4,10.75,43.65,10.75
2017-08-06,5,16.25,44.4,16.25
2017-08-06,6,20.24,44.41,20.24
2017-08-06,7,20.79,44.41,20.79
2017-08-06,8,20.93,43.91,22.68
2017-08-06,9,13.33,43.41,23.04
2017-08-06,10,14.13,43.65,23.14
2017-08-06,11,10.83,42.5,20.72
2017-08-06,12,17.02,42.1,20.36
2017-08-06,13,15.49,40.02,20.47
2017-08-06,14,13.01,43.41,22.17
2017-08-06,15,19.57,44.15,22.69
2017-08-06,16,28.66,47.25,25.54
2017-08-06,17,32.94,49.41,26.67
2017-08-06,18,34.95,53.7,27.24
2017-08-06,19,36.05,54.0,31.13
2017-08-06,20,36.07,50.0,31.03
2017-08-06,21,34.94,47.25,26.97
2017-08-06,22,31.1,46.78,27.06
2017-08-06,23,28.0,43.65,25.96
2017-08-07,0,25.28,41.02,25.28
2017-08-07,1,24.8,40.0,24.8
2017-08-07,2,24.86,40.41,24.86
2017-08-07,3,28.28,40.0,28.28
2017-08-07,4,35.18,43.07,34.34
2017-08-07,5,37.93,46.0,37.8
2017-08-07,6,37.85,51.33,37.85
2017-08-07,7,36.42,51.33,36.42
2017-08-07,8,34.08,50.54,34.08
2017-08-07,9,33.14,49.99,33.14
2017-08-07,10,29.03,48.22,29.03
2017-08-07,11,26.87,47.25,27.53
2017-08-07,12,27.47,49.9,28.1
2017-08-07,13,29.04,49.9,29.04
2017-08-07,14,32.65,50.54,32.65
2017-08-07,15,36.95,52.5,36.95
2017-08-07,16,42.16,56.1,40.44
2017-08-07,17,45.11,68.0,40.04
2017-08-07,18,44.9,72.27,35.85
2017-08-07,19,39.94,70.0,35.06
2017-08-07,20,35.92,51.81,33.46
2017-08-07,21,29.94,49.9,26.69
2017-08-07,22,28.09,51.0,28.09
2017-08-07,23,26.86,49.0,26.86
2017-08-08,0,25.34,43.96,25.34
2017-08-08,1,24.59,43.9,24.59
2017-08-08,2,24.64,43.92,24.64
2017-08-08,3,26.96,44.0,26.96
2017-08-08,4,31.0,46.39,31.0
2017-08-08,5,35.0,46.6,35.0
2017-08-08,6,36.51,49.0,36.51
2017-08-08,7,37.06,49.9,37.06
2017-08-08,8,36.2,49.9,36.2
2017-08-08,9,36.38,49.9,36.38
2017-08-08,10,34.74,47.84,34.74
2017-08-08,11,31.51,47.25,31.51
2017-08-08,12,29.56,47.25,29.56
2017-08-08,13,30.95,47.57,30.95
2017-08-08,14,31.33,49.9,31.33
2017-08-08,15,32.36,51.33,32.36
2017-08-08,16,33.09,51.8,33.09
2017-08-08,17,30.09,55.0,30.09
2017-08-08,18,28.77,55.0,28.77
